article:ID;ee:string[];key:string;title:string
978775;https://doi.org/10.1109/TGRS.2012.2227591;journals/tgrs/WengZT12;Introduction to the Special Issue on the Chinese FengYun-3 Satellite Instrument Calibration and Applications.
978813;https://doi.org/10.1109/TGRS.2011.2136350;journals/tgrs/Anterrieu11;On the Detection and Quantification of RFI in L1a Signals Provided by SMOS.
978878;https://doi.org/10.1109/TGRS.2016.2551779;journals/tgrs/YangLZHWC16;InSAR-Based Model Parameter Estimation of Probability Integral Method and Its Application for Predicting Mining-Induced Horizontal and Vertical Displacements.
979076;https://doi.org/10.1109/36.934068;journals/tgrs/SuenHS01;The impact of viewing geometry on material discriminability in hyperspectral images.
979232;https://doi.org/10.1109/TGRS.2003.817269;journals/tgrs/MelganiS03;A Markov random field approach to spatio-temporal contextual image classification.
979236;https://doi.org/10.1109/36.377941;journals/tgrs/StevensCG95;Options for airborne interferometric SAR motion compensation.
979416;https://doi.org/10.1109/36.843008;journals/tgrs/CollinsWC00;The effect of speckle filtering on scale-dependent texture estimation of a forested scene.
979470;https://doi.org/10.1109/TGRS.2016.2561308;journals/tgrs/XuLS16;Space-Time Adaptive Processing With Vertical Frequency Diverse Array for Range-Ambiguous Clutter Suppression.
979479;https://doi.org/10.1109/36.214914;journals/tgrs/HeviziWMVHSS93;Electromagnetic bias in sea surface range measurements at frequencies of the TOPEX/Poseidon satellite.
979783;https://doi.org/10.1109/TGRS.2008.2009316;journals/tgrs/Magli09;Multiband Lossless Compression of Hyperspectral Images.
979877;https://doi.org/10.1109/TGRS.2013.2276919;journals/tgrs/ApartsinCI14a;Time-of-Flight Estimation in the Presence of Outliers. Part II - Multiple Echo Processing.
980129;https://doi.org/10.1109/TGRS.2010.2040035;journals/tgrs/YangBSLGL10;A Fuzzy-Statistics-Based Affinity Propagation Technique for Clustering in Multispectral Images.
980232;https://doi.org/10.1109/TGRS.2007.908593;journals/tgrs/MoreiraHW07;Foreword to the Special Issue on Synthetic Aperture Radar (SAR) Technologies and Techniques.
980462;https://doi.org/10.1109/TGRS.2016.2646420;journals/tgrs/YangY17;Estimating Soil Salinity Under Various Moisture Conditions: An Experimental Study.
980619;https://doi.org/10.1109/36.239897;journals/tgrs/AlumbaughM93;Electromagnetic conductivity imaging with an iterative Born inversion.
980636;https://doi.org/10.1109/TGRS.2015.2481185;journals/tgrs/BeauchampC16;Robust Linear Depolarization Ratio Estimation for Dual-Polarization Weather Radar.
980645;https://doi.org/10.1109/TGRS.2010.2044508;journals/tgrs/BouzianiGH10;Rule-Based Classification of a Very High Resolution Image in an Urban Environment Using Multispectral Segmentation Guided by Cartographic Data.
980664;https://doi.org/10.1109/36.469477;journals/tgrs/Rosenkranz95;A rapid atmospheric transmittance algorithm for microwave sounding channels.
980830;https://doi.org/10.1109/TGRS.2006.890417;journals/tgrs/Mo07;Diurnal Variation of the AMSU-A Brightness Temperatures Over the Amazon Rainforest.
980846;https://doi.org/10.1109/36.763269|https://www.wikidata.org/entity/Q57694664;journals/tgrs/Wald99;Some terms of reference in data fusion.
981008;https://doi.org/10.1109/TGRS.2016.2587672;journals/tgrs/HeLLLZ16;Fast Three-Dimensional Empirical Mode Decomposition of Hyperspectral Images for Class-Oriented Multitask Learning.
981043;https://doi.org/10.1109/TGRS.2009.2029852;journals/tgrs/ChengLWL10;A Stepwise Refining Algorithm of Temperature and Emissivity Separation for Hyperspectral Thermal Infrared Data.
981095;https://doi.org/10.1109/TGRS.2010.2098413;journals/tgrs/IordacheBP11;Sparse Unmixing of Hyperspectral Data.
981124;https://doi.org/10.1109/TGRS.2012.2225431;journals/tgrs/KhankhojeZC13;Computation of Radar Scattering From Heterogeneous Rough Soil Using the Finite-Element Method.
981133;https://doi.org/10.1109/TGRS.2002.807015;journals/tgrs/StummerMHG02;Optimization of DC resistivity data acquisition: real-time experimental design and a new multielectrode system.
981201;https://doi.org/10.1109/TGRS.2015.2505183;journals/tgrs/LiuBBD16;Unsupervised Multitemporal Spectral Unmixing for Detecting Multiple Changes in Hyperspectral Images.
981224;https://doi.org/10.1109/TGRS.2003.809931;journals/tgrs/NolanF03;Penetration depth as a DInSAR observable and proxy for soil moisture.
981264;https://doi.org/10.1109/TGRS.2010.2050207;journals/tgrs/CierniewskiG10;Furrow Microrelief Influence on the Directional Hyperspectral Reflectance of Soil at Various Illumination and Observation Conditions.
981328;https://doi.org/10.1109/36.551946;journals/tgrs/CampsBCT97;The processing of hexagonally sampled signals with standard rectangular techniques: application to 2-D large aperture synthesis interferometric radiometers.
981443;https://doi.org/10.1109/TGRS.2012.2220855;journals/tgrs/SharmaHPM13;Estimation of Glacier Ice Extinction Using Long-Wavelength Airborne Pol-InSAR.
981522;https://doi.org/10.1109/TGRS.2011.2180727;journals/tgrs/MeneghiniLTD12;Assessment of the Performance of a Dual-Frequency Surface Reference Technique Over Ocean.
981733;https://doi.org/10.1109/TGRS.2009.2025498;journals/tgrs/NascimentoCF10;Hypothesis Testing in Speckled Data With Stochastic Distances.
981749;https://doi.org/10.1109/36.134084;journals/tgrs/FarrarS92;Spatial resolution enhancement of terrestrial features using deconvolved SSM/I microwave brightness temperatures.
981816;https://doi.org/10.1109/TGRS.2013.2297193;journals/tgrs/SalbergRS14;Oil Spill Detection in Hybrid-Polarimetric SAR Images.
981825;https://doi.org/10.1109/36.905244;journals/tgrs/ONeill01;Discrimination of UXO in soil using broadband polarimetric GPR backscatter.
982065;https://doi.org/10.1109/TGRS.2018.2828314;journals/tgrs/YanZLM18;Scene Capture and Selected Codebook-Based Refined Fuzzy Classification of Large High-Resolution Images.
982139;https://doi.org/10.1109/TGRS.2014.2363101;journals/tgrs/YeQZ15;Multitask Sparse Nonnegative Matrix Factorization for Joint Spectral-Spatial Hyperspectral Imagery Denoising.
982166;https://doi.org/10.1109/36.718649;journals/tgrs/AllenSP98;The use of ground-penetrating radar with a cooperative target.
982197;https://doi.org/10.1109/36.841972;journals/tgrs/ONeill00a;Broadband bistatic coherent and incoherent detection of buried objects beneath randomly rough surfaces.
982256;https://doi.org/10.1109/TGRS.2005.862262|https://www.wikidata.org/entity/Q57655698;journals/tgrs/VerbesseltJLAC06;Evaluating satellite and climate data-derived indices as fire risk indicators in savanna ecosystems.
982257;https://doi.org/10.1109/TGRS.2016.2615330|https://www.wikidata.org/entity/Q56560905;journals/tgrs/ChenZZC17;Modeling Elastic Wave Propagation Using K-Space Operator-Based Temporal High-Order Staggered-Grid Finite-Difference Method.
982323;https://doi.org/10.1109/TGRS.2016.2606899;journals/tgrs/ZhaoAWLK17;RFVTM: A Recovery and Filtering Vertex Trichotomy Matching for Remote Sensing Image Registration.
982459;https://doi.org/10.1109/TGRS.2016.2636864;journals/tgrs/GaoCS17;Five-Dimensional Seismic Reconstruction Using Parallel Square Matrix Factorization.
982610;https://doi.org/10.1109/36.103310;journals/tgrs/RacetteFM91;Limitations of the Luneburg lens as a calibration target for a dual-antenna radar system.
982625;https://doi.org/10.1109/TGRS.2013.2266915;journals/tgrs/YuehTFNHFCL13;L-Band Passive and Active Microwave Geophysical Model Functions of Ocean Surface Winds and Applications to Aquarius Retrieval.
982850;https://doi.org/10.1109/TGRS.2009.2035444;journals/tgrs/CacciamanoGCMB10;Contrast-Optimization-Based Range-Profile Autofocus for Polarimetric Stepped-Frequency Radar.
982893;https://doi.org/10.1109/TGRS.2010.2094196;journals/tgrs/KumarBBNS11;Relative Calibration Using Natural Terrestrial Targets: A Preparation Towards Oceansat-2 Scatterometer.
982903;https://doi.org/10.1109/TGRS.2008.920268;journals/tgrs/HeiseWBSSCR08;Comparison of Water Vapor and Temperature Results From GPS Radio Occultation Aboard CHAMP With MOZAIC Aircraft Measurements.
983063;https://doi.org/10.1109/TGRS.2016.2628640;journals/tgrs/YurovskyKGC17;Ka-Band Dual Copolarized Empirical Model for the Sea Surface Radar Cross Section.
983092;https://doi.org/10.1109/36.158871;journals/tgrs/YamasakiATOI92;Measurement of soil backscattering with a 60-GHz scatterometer.
983274;https://doi.org/10.1109/TGRS.2007.897436;journals/tgrs/Arnold-BosKM07;Bistatic Radar Imaging of the Marine Environment - Part I: Theoretical Background.
983327;https://doi.org/10.1109/36.898677;journals/tgrs/Jackson01;Multiple resolution analysis of L-band brightness temperature for soil moisture.
983358;https://doi.org/10.1109/TGRS.2017.2768483;journals/tgrs/ComiteP18;Bistatic Radar Systems at Large Baselines for Ocean Observation.
983422;https://doi.org/10.1109/TGRS.2010.2046495;journals/tgrs/CavalieriMHIG10;Assessment of AMSR-E Antarctic Winter Sea-Ice Concentrations Using Aqua MODIS.
983434;https://doi.org/10.1109/TGRS.2005.856630;journals/tgrs/BenedettiDFPM05;Effective exploitation of the a priori information through a microwave imaging procedure based on the SMW for NDE/NDT applications.
983509;https://doi.org/10.1109/TGRS.2009.2027895|https://www.wikidata.org/entity/Q57527110;journals/tgrs/TuiaPKE09;Classification of Very High Spatial Resolution Imagery Using Mathematical Morphology and Support Vector Machines.
983683;https://doi.org/10.1109/TGRS.2004.827262;journals/tgrs/Camps-VallsGCMSAM04;Robust support vector method for hyperspectral data classification and knowledge discovery.
983744;https://doi.org/10.1109/TGRS.2015.2395138;journals/tgrs/QueganL15a;The Interaction Between Faraday Rotation and System Effects in Synthetic Aperture Radar Measurements of Backscatter and Biomass.
983847;https://doi.org/10.1109/TGRS.2017.2740559;journals/tgrs/SchroderMWSW17;Brightness Temperature Computation of Microwave Calibration Targets.
983881;https://doi.org/10.1109/TGRS.2006.873853;journals/tgrs/ZanG06;TOPSAR: Terrain Observation by Progressive Scans.
983885;https://doi.org/10.1109/TGRS.2012.2186583;journals/tgrs/ZhaoL12;Fresnel Double Scattering From Tree Branches.
983895;https://doi.org/10.1109/36.193792;journals/tgrs/KimuraK92;Antenna pattern and penetration measurement using spectrum analyzers.
983983;https://doi.org/10.1109/TGRS.2013.2287510;journals/tgrs/BijamovFBSOS14;Camp Butner Live-Site UXO Classification Using Hierarchical Clustering and Gaussian Mixture Modeling.
984415;https://doi.org/10.1109/TGRS.2008.2003002;journals/tgrs/MeyerN08;Prediction, Detection, and Correction of Faraday Rotation in Full-Polarimetric L-Band SAR Data.
984668;https://doi.org/10.1109/TGRS.2017.2660879;journals/tgrs/DongWZX17;Robust Infrared Maritime Target Detection Based on Visual Attention and Spatiotemporal Filtering.
984695;https://doi.org/10.1109/TGRS.2010.2040830;journals/tgrs/HanWZ10;Estimating Soil Moisture Conditions of the Greater Changbai Mountains by Land Surface Temperature and NDVI.
984721;https://doi.org/10.7250/csimq.2017-10.00;journals/csimq/ZdravkovicPL17;Selected Topics on Advances in Capability-Oriented Information Systems Development: Editorial Introduction to Issue 10 of CSIMQ.
984831;https://doi.org/10.1007/s10664-018-9623-8;journals/ese/HuCAWB18;Using human error information for error prevention.
984961;https://doi.org/10.1007/s10664-016-9452-6;journals/ese/ThongtanunamMHI17;Review participation in modern code review - An empirical study of the android, Qt, and OpenStack projects.
984979;https://doi.org/10.1007/s10664-018-9622-9;journals/ese/NielebockHO19;Programmers do not favor lambda expressions for concurrent object-oriented code.
985000;https://doi.org/10.1007/s10664-012-9204-1|https://www.wikidata.org/entity/Q57400540;journals/ese/LammelP13;Understanding privacy policies - A study in empirical analysis of language usage.
985124;https://doi.org/10.1023/A:1009736205722;journals/ese/KhoshgoftaarA98;Classification of Fault-Prone Software Modules: Prior Probabilities, Costs, and Model Evaluation.
985157;https://doi.org/10.1007/s10664-015-9408-2;journals/ese/NguyenDM16;An automatic method for assessing the versions affected by a vulnerability.
985246;https://doi.org/10.1007/s10664-008-9076-6;journals/ese/KapserG08;"Cloning considered harmful" considered harmful: patterns of cloning in software.
985340;https://doi.org/10.1007/s10664-016-9442-8;journals/ese/KessentiniMWOD17;Search-based detection of model level changes.
985480;https://doi.org/10.1023/A:1009749918745;journals/ese/HarrisonBDKRS97;Process Modelling and Empirical Studies of Software Evolution (PMESSE'97) Workshop Report.
985659;https://doi.org/10.1108/BPMJ-05-2013-0062;journals/bpmj/LeyerH14;Introduction of electronic documents: how business process simulation can help.
985699;https://doi.org/10.1108/BPMJ-02-2017-0047;journals/bpmj/WambaM17;Big data integration with business processes: a literature review.
985776;https://doi.org/10.1108/BPMJ-07-2013-0087;journals/bpmj/CalabreseF14;A pricing approach for service companies: service blueprint as a tool of demand-based pricing.
985894;https://doi.org/10.1108/14637150610690993;journals/bpmj/AdamidesK06;A knowledge centred framework for collaborative business process modelling.
985917;https://doi.org/10.1108/14637151211232605;journals/bpmj/Bloodgood12;Organizational routine breach response and knowledge management.
986144;https://doi.org/10.1108/14637150910931505;journals/bpmj/BerenteVA09;Information flows and business process integration.
986283;https://doi.org/10.1108/14637150310484544;journals/bpmj/BarberDBR03;Business-process modelling and simulation for manufacturing management: A practical way forward.
986328;https://doi.org/10.1108/BPMJ-01-2013-0012|https://www.wikidata.org/entity/Q57725617;journals/bpmj/RodriguezR14;Determining the core activities in the order fulfillment process: an empirical application.
986434;https://doi.org/10.1108/BPMJ-03-2017-0058;journals/bpmj/MejriGM18;A quantitative approach for measuring the degree of flexibility of business process models.
986529;https://doi.org/10.1108/14637150210434982;journals/bpmj/AmaratungaSB02;Process improvement in facilities management: the SPICE approach.
986579;https://doi.org/10.1093/jigpal/jzy027;journals/igpl/Sanchez-Gonzalez18;Use of classifiers and recursive feature elimination to assess boar sperm viability.
986608;https://doi.org/10.1093/jigpal/jzq026;journals/igpl/CorchadoW11;Editorial: Neuro-symbolic Algorithms and Models for Bio-inspired Systems.
986707;https://doi.org/10.1093/jigpal/10.6.571;journals/igpl/CastelliniS02;A Systematic Presentation of Quantified Modal Logics.
986852;https://doi.org/10.1093/jigpal/4.3.417;journals/igpl/Gasquet96;Completeness Results in Neighbourhood Semantics for Multi-Modal Monotonic and Regular Logics.
986906;https://doi.org/10.1093/jigpal/jzp009;journals/igpl/AgotnesHW09;Logics for Qualitative Coalitional Games.
986913;https://doi.org/10.1093/jigpal/jzt003;journals/igpl/BridgesDM13;Two direct proofs that LLPO implies the detachable fan theorem.
986934;https://doi.org/10.1093/jigpal/5.1.49;journals/igpl/Schlechta97;A Reduction of the Theory of Confirmation to the Notions of Distance and Measure.
987054;https://doi.org/10.1093/jigpal/jzk021;journals/igpl/Pohjola06;Abductive Reasoning and Linguistic Meaning.
987082;https://doi.org/10.1093/jigpal/jzk008;journals/igpl/Magnani06;Editorial Preface.
987088;https://doi.org/10.1093/jigpal/jzk020;journals/igpl/Soler-ToscanoNA06;Model-Baded Abduction via Dual Resolution.
987185;https://doi.org/10.1093/jigpal/3.1.51;journals/igpl/ErsanA95;Situated Modeling of Epistemic Puzzles.
987240;https://doi.org/10.1093/jigpal/jzi027;journals/igpl/Peltier05;A Resolution Calculus for Shortening Proofs.
987278;https://doi.org/10.1093/jigpal/8.2.211;journals/igpl/Palmigiano00;Normal Gentzen Deductions in the Classical Case.
987325;https://doi.org/10.1093/jigpal/10.5.535;journals/igpl/Lutz02;PSpace Reasoning with the Description Logic ALCF(D).
987373;https://doi.org/10.1093/jigpal/3.2-3.429;journals/igpl/Oehrle95;Some 3-Dimensional Systems of Labelled Deduction.
987424;https://doi.org/10.1093/jigpal/3.5.791;journals/igpl/Gyuris95;A Short Proof of Representability of Fork Algebras.
987427;https://doi.org/10.1093/jigpal/jzm036;journals/igpl/FernandezC07;Fibring in the Leibniz Hierarchy.
987506;https://doi.org/10.1093/jigpal/3.6.887;journals/igpl/Weidenbach95;First-Order Tableaux with Sorts.
987609;https://doi.org/10.1093/jigpal/jzs014;journals/igpl/Hajek13a;Some remarks on Cantor-Łukasiewicz fuzzy set theory.
987641;https://doi.org/10.1093/jigpal/jzr024;journals/igpl/AlizadehA12;On Löb algebras, II.
987653;https://doi.org/10.29375/25392115.1251;journals/rcc/CorenaP10;Anycast Anónimo Basado en Firmas de Grupo.
987799;https://doi.org/10.29375/25392115.1394;journals/rcc/LengerkeC10;Editorial.
987801;https://doi.org/10.29375/25392115.1801;journals/rcc/LengerkeAB11;Control PID de altura de un quadrotor.
987907;https://doi.org/10.1016/j.ins.2010.07.015;journals/isci/AkayK12;A modified Artificial Bee Colony algorithm for real-parameter optimization.
988216;https://doi.org/10.1016/j.ins.2016.04.042;journals/isci/HongZC16;Latent space regularization for recommender systems.
988319;https://doi.org/10.1016/j.ins.2018.12.036;journals/isci/DengWLHZ19;Linear discriminant analysis guided by unsupervised ensemble learning.
988416;https://doi.org/10.1016/j.ins.2015.09.029;journals/isci/YangFKZ16;Fault-tolerant edge-bipancyclicity of faulty hypercubes under the conditional-fault model.
988448;https://doi.org/10.1016/j.ins.2018.04.024;journals/isci/AwadAMS18;An improved differential evolution algorithm using efficient adapted surrogate model for numerical optimization.
988525;https://doi.org/10.1016/j.ins.2018.08.015;journals/isci/TianG18;A novel edge-weight based fuzzy clustering method for change detection in SAR images.
988531;https://doi.org/10.1016/0020-0255(77)90024-X;journals/isci/HansenH77;Models for evaluating information updating intervals.
988561;https://doi.org/10.1016/0020-0255(86)90003-4;journals/isci/IiguniST86;An LDU decomposition algorithm for a block Toeplitz matrix having a parallel and pipelined computing structure.
988600;https://doi.org/10.1016/j.ins.2007.06.006;journals/isci/WuC07a;An exact data dependence testing method for quadratic expressions.
988653;https://doi.org/10.1016/j.ins.2004.08.004;journals/isci/GuoS05;An intelligent summarization system based on cognitive psychology.
988892;https://doi.org/10.1016/j.ins.2014.05.007;journals/isci/ClarkGR14;Mining incomplete data with singleton, subset and concept probabilistic approximations.
988929;https://doi.org/10.1016/j.ins.2012.04.028;journals/isci/NasirDMSHS12;A dynamic neighborhood learning based particle swarm optimizer for global numerical optimization.
988954;https://doi.org/10.1016/j.ins.2006.07.032;journals/isci/TorosluA07;Genetic algorithm for the personnel assignment problem with multiple objectives.
989078;https://doi.org/10.1016/0020-0255(95)00235-9;journals/isci/LuL96;Recursive Relaxation Identification of Linear Multivariable Systems with its Parallel Algorithm.
989218;https://doi.org/10.1016/0020-0255(91)90009-J;journals/isci/Purdom91;A practical unification algorithm.
989356;https://doi.org/10.1016/j.ins.2013.04.003;journals/isci/SunTL13;Special issue on prediction, control and diagnosis using advanced neural computations.
989370;https://doi.org/10.1016/j.ins.2018.07.033;journals/isci/AlievPH18a;Hukuhara difference of Z-numbers.
989729;https://doi.org/10.1016/S0020-0255(03)00049-5;journals/isci/Cazenave03;Metarules to improve tactical Go knowledge.
989932;https://doi.org/10.1016/j.ins.2014.02.003;journals/isci/WieczorekS14;Generating a set of association and decision rules with statistically representative support and anti-support.
990044;https://doi.org/10.1016/S0020-0255(02)00202-5;journals/isci/Kim02;On batch-constructing B+-trees: algorithm and its performance evaluation.
990154;https://doi.org/10.1016/j.ins.2016.03.018;journals/isci/ShaoL17;Attribute reduction in generalized one-sided formal contexts.
990202;https://doi.org/10.1016/j.ins.2003.03.006;journals/isci/Angelov04;A fuzzy controller with evolving structure.
990204;https://doi.org/10.1016/j.ins.2006.03.007;journals/isci/AliN07;Information matrices for normal and Laplace mixtures.
990320;https://doi.org/10.1016/j.ins.2013.10.016;journals/isci/DengL14;Gradually tolerant constraint method for fuzzy portfolio based on possibility theory.
990574;https://doi.org/10.1016/j.ins.2013.10.001;journals/isci/CriadoANB14;Corrigendum to 'Human-inspired model for norm compliance decision making' [Inform. Sci. 245(2013) 218-239].
990577;https://doi.org/10.1016/j.ins.2011.01.040;journals/isci/LiTW11;Fuzzy adaptive high-gain-based observer backstepping control for SISO nonlinear systems.
990679;https://doi.org/10.1016/j.ins.2004.04.009;journals/isci/Chen05b;Maximizing the chance of winning in searching Go game trees.
990761;https://doi.org/10.1016/j.ins.2015.08.046;journals/isci/BuccafurriFLS16;Analysis-preserving protection of user privacy against information leakage of social-network Likes.
990856;https://doi.org/10.1016/j.ins.2014.11.049|https://www.wikidata.org/entity/Q58341326;journals/isci/LlamazaresP15;Triple-acyclicity in majorities based on difference in support.
990900;https://doi.org/10.1016/j.ins.2006.12.003;journals/isci/ChungHL07;Efficient algorithms for coding Hilbert curve of arbitrary-sized image and application to window query.
990951;https://doi.org/10.1016/j.ins.2014.05.024;journals/isci/Spirkova14;Weighted operators based on dissimilarity function.
990980;https://doi.org/10.1016/j.ins.2014.05.026;journals/isci/SchmidtB14;A framework for state attraction of discrete event systems under partial observation.
990986;https://doi.org/10.1016/j.ins.2017.02.024|https://www.wikidata.org/entity/Q57835156;journals/isci/Entezari-Maleki17;Performance and power modeling and evaluation of virtualized servers in IaaS clouds.
991018;https://doi.org/10.1016/j.ins.2018.02.058;journals/isci/GaoCHSL18;Privacy-preserving Naive Bayes classifiers secure against the substitution-then-comparison attack.
991025;https://doi.org/10.1016/0020-0255(87)90005-3;journals/isci/ChenL87;A parallel approach for theorem proving in prepositional logic.
991057;https://doi.org/10.1016/0020-0255(74)90002-4;journals/isci/Lo74;On optimal nonlinear estimation -- Part II: Discrete observation.
991119;https://doi.org/10.1016/j.ins.2015.03.052;journals/isci/MaLM15;Some minimal axiom sets of rough sets.
991198;https://doi.org/10.1016/j.ins.2007.11.030;journals/isci/Han08a;Comparison among digital fundamental groups and its applications.
991361;https://doi.org/10.1016/j.ins.2005.03.002;journals/isci/KacprzykZ05;Linguistic database summaries and their protoforms: towards natural language based knowledge discovery tools.
991389;https://doi.org/10.1016/0020-0255(74)90010-3;journals/isci/Reiter74;On self-modifying programs.
991482;https://doi.org/10.1016/j.ins.2013.09.024;journals/isci/JungLY14;A unified approach to asymptotic behaviors for the autoregressive model with fuzzy data.
991672;https://doi.org/10.1016/j.ins.2008.04.008;journals/isci/ParkC08;Real-time preemptive scheduling of sporadic tasks based on supervisory control of discrete event systems.
991761;https://doi.org/10.1016/j.ins.2011.09.005;journals/isci/El-Abd12;Performance assessment of foraging algorithms vs. evolutionary algorithms.
991843;https://doi.org/10.1016/j.ins.2013.12.057;journals/isci/SahaM14;Incremental learning based multiobjective fuzzy clustering for categorical data.
991896;https://doi.org/10.1016/j.ins.2014.07.016;journals/isci/LinLC14;Distortionless visual multi-secret sharing based on random grid.
991965;https://doi.org/10.1016/j.ins.2007.06.017;journals/isci/Lin07a;Robust adaptive critic control of nonlinear systems using fuzzy basis function networks: An LMI approach.
992053;https://doi.org/10.1016/0020-0255(79)90040-9;journals/isci/Ephremides79;A derivation of the steady-state random-access results without the poisson assumption.
992201;https://doi.org/10.1016/0020-0255(76)90037-2;journals/isci/Meditch76;Initial- and lagging-state observers.
992210;https://doi.org/10.1016/j.ins.2012.01.021;journals/isci/KuoSCT12;Integration of particle swarm optimization and genetic algorithm for dynamic clustering.
992258;https://doi.org/10.1016/j.ins.2014.07.039;journals/isci/GaoSPCCC14;Pareto-based grouping discrete harmony search algorithm for multi-objective flexible job shop scheduling.
992413;https://doi.org/10.1016/j.ins.2010.06.025;journals/isci/LiMS10;Pseudo-optimal measures.
992435;https://doi.org/10.1016/j.ins.2015.03.027;journals/isci/SunZYZKL15;Re-Stream: Real-time and energy-efficient resource scheduling in big data stream computing environments.
992599;https://doi.org/10.1016/j.ins.2015.03.044;journals/isci/PrietoBTD15;Towards the standardization of distributed Embodied Evolution.
992749;https://doi.org/10.1016/j.ins.2016.01.064;journals/isci/TahirK16;Protein subcellular localization of fluorescence microscopy images: Employing new statistical and Texton based image features and SVM based ensemble classification.
992756;https://doi.org/10.1016/0020-0255(91)90039-W;journals/isci/KhuriB91;A binary decision algorithm.
992835;https://doi.org/10.1016/j.ins.2014.08.014;journals/isci/VidulinBG14;Combining human analysis and machine data mining to obtain credible data relations.
992972;https://doi.org/10.1016/j.ins.2013.09.034;journals/isci/DowlatshahiNM14;A discrete gravitational search algorithm for solving combinatorial optimization problems.
992977;https://doi.org/10.1016/j.ins.2015.06.001;journals/isci/KolodziejBZ15;A note on energy efficient data, services and memory management in Big Data Information Systems.
993257;https://doi.org/10.1016/j.ins.2014.02.066;journals/isci/ZarinbalZT14a;Interval Type-2 Relative Entropy Fuzzy C-Means clustering.
993473;https://doi.org/10.1016/S0020-0255(00)00087-6;journals/isci/RaveendranPO00;Fuzzy ARTMAP classification of invariant features derived using angle of rotation from a neural network.
993504;https://doi.org/10.1016/j.ins.2007.04.008;journals/isci/KayaS07;Threshold cryptography based on Asmuth-Bloom secret sharing.
993578;https://doi.org/10.1016/j.ins.2012.10.010;journals/isci/KamalY13;Cryptanalysis of Álvarez et al. key exchange scheme.
993663;https://doi.org/10.1016/j.ins.2017.05.003|https://www.wikidata.org/entity/Q57558106;journals/isci/JingLFYW17;An incremental attribute reduction approach based on knowledge granularity with a multi-granulation view.
993761;https://doi.org/10.1016/j.ins.2007.12.007;journals/isci/OzkanTC08;A currency crisis and its perception with fuzzy C-means.
993874;https://doi.org/10.1016/j.ins.2004.02.028;journals/isci/ShorttKMP05;Optical implementation of the Kak neural network.
993987;https://doi.org/10.1016/j.ins.2016.01.058;journals/isci/SantanaS16;A generalized distance based on a generalized triangle inequality.
994049;https://doi.org/10.1016/j.ins.2012.02.060;journals/isci/EstajiHD12;Rough set theory applied to lattice theory.
994216;https://doi.org/10.1016/j.ins.2013.03.007;journals/isci/YuYH13;Clustering construction on a multimodal probability model.
994235;https://doi.org/10.1016/S0020-0255(96)00133-8;journals/isci/Chen96;Improving Space Efficiency for a Family of Operations.
994267;https://doi.org/10.1016/0020-0255(89)90038-8;journals/isci/JuangW89;A unified minimum-search method for resolving contentions in multiaccess networks with ternary feedback.
994273;https://doi.org/10.1016/j.ins.2009.12.007;journals/isci/GongJZ10;Baldwinian learning in clonal selection algorithm for optimization.
994291;https://doi.org/10.1016/j.ins.2016.03.002;journals/isci/SappelliPVBK16;Assessing e-mail intent and tasks in e-mail messages.
994301;https://doi.org/10.1016/j.ins.2009.10.001;journals/isci/WangGWW10;A novel mobility model based on semi-random circular movement in mobile ad hoc networks.
994366;https://doi.org/10.1016/j.ins.2007.05.031;journals/isci/ZhangMF07;Variable threshold concept lattices.
994475;https://doi.org/10.1016/j.ins.2016.06.020;journals/isci/JiangYHY16;A cooperative honey bee mating algorithm and its application in multi-threshold image segmentation.
994536;https://doi.org/10.1016/0020-0255(93)90069-X;journals/isci/MaedaTT93;Behavior-decision fuzzy algorithm for autonomous mobile robots.
994580;https://doi.org/10.1016/j.ins.2016.07.003;journals/isci/BaudritDW16;Unifying parameter learning and modelling complex systems with epistemic uncertainty using probability interval.
994672;https://doi.org/10.1016/j.ins.2011.04.007;journals/isci/HuangCPHL11;Tabu search based multi-watermarks embedding algorithm with multiple description coding.
995127;https://doi.org/10.1016/j.ins.2016.05.034;journals/isci/WangLLM16;Data-based robust optimal control of continuous-time affine nonlinear systems with matched uncertainties.
995279;https://doi.org/10.1016/j.ins.2015.10.035;journals/isci/Long16;A novel research methodology for supply network collaboration management.
995344;https://doi.org/10.1016/0020-0255(86)90013-7;journals/isci/Yeh86;Finding fundamental cycles and bridges on a tree-structured parallel computer.
995392;https://doi.org/10.1016/j.ins.2014.08.017;journals/isci/CaoLLJH15;Localizing web videos using social images.
995464;https://doi.org/10.1016/j.ins.2018.09.059;journals/isci/NazariF19;Novel systematic mathematical computation based on the spiking frequency gate (SFG): Innovative organization of spiking computer.
995517;https://doi.org/10.1016/j.ins.2007.08.025;journals/isci/El-NasrV08;DigitalBeing - using the environment as an expressive medium for dance.
995531;https://doi.org/10.1016/j.ins.2009.04.003;journals/isci/LiFLH09;Utilization of virtual samples to facilitate cancer identification for DNA microarray data in the early stages of an investigation.
995547;https://doi.org/10.1016/j.ins.2011.07.039;journals/isci/Martinez-PrietoAF11;Natural Language Compression on Edge-Guided text preprocessing.
995556;https://doi.org/10.1016/j.ins.2010.09.034;journals/isci/YuHKCFC11;Forward-secure identity-based signature: Security notions and construction.
995659;https://doi.org/10.1016/S0020-0255(00)00049-9;journals/isci/VenturaK00;Quantum computing and neural information processing.
