:START_ID;:END_ID
10100078;1150
10100083;1150
10100095;1150
10100029;1150
10100022;1150
10100048;1155
10100069;1155
10100066;1155
10100069;1155
10100040;1155
10100017;1183
10100020;1183
10100007;1183
10100083;1183
10100023;1183
10100080;1256
10100076;1256
10100027;1256
10100033;1256
10100016;1256
10100076;1266
10100089;1266
10100000;1266
10100049;1266
10100092;1266
10100039;1276
10100015;1276
10100051;1276
10100087;1276
10100089;1276
10100007;1284
10100087;1284
10100003;1284
10100070;1284
10100050;1284
10100000;1297
10100070;1297
10100094;1297
10100000;1297
10100063;1297
10100075;1348
10100056;1348
10100091;1348
10100025;1348
10100032;1348
10100089;1359
10100086;1359
10100063;1359
10100010;1359
10100055;1359
10100046;1365
10100074;1365
10100061;1365
10100023;1365
10100047;1365
10100065;1400
10100008;1400
10100062;1400
10100067;1400
10100023;1400
10100063;1409
10100085;1409
10100024;1409
10100016;1409
10100014;1409
10100000;1472
10100044;1472
10100008;1472
10100004;1472
10100014;1472
10100067;1488
10100060;1488
10100043;1488
10100019;1488
10100012;1488
10100002;1707
10100070;1707
10100024;1707
10100094;1707
10100028;1707
10100015;1778
10100015;1778
10100003;1778
10100059;1778
10100020;1778
10100051;1881
10100066;1881
10100095;1881
10100044;1881
10100062;1881
10100075;1992
10100068;1992
10100073;1992
10100026;1992
10100091;1992
10100019;2084
10100062;2084
10100029;2084
10100004;2084
10100008;2084
10100056;2258
10100077;2258
10100062;2258
10100036;2258
10100086;2258
10100041;2351
10100025;2351
10100050;2351
10100074;2351
10100092;2351
10100025;2693
10100038;2693
10100050;2693
10100041;2693
10100019;2693
10100075;2716
10100033;2716
10100055;2716
10100006;2716
10100046;2716
10100064;2825
10100049;2825
10100068;2825
10100043;2825
10100026;2825
10100059;2924
10100040;2924
10100056;2924
10100060;2924
10100065;2924
10100014;2952
10100022;2952
10100096;2952
10100017;2952
10100004;2952
10100018;2998
10100076;2998
10100088;2998
10100070;2998
10100062;2998
10100047;3399
10100086;3399
10100052;3399
10100024;3399
10100049;3399
10100039;3419
10100071;3419
10100047;3419
10100049;3419
10100042;3419
10100072;3587
10100004;3587
10100075;3587
10100049;3587
10100064;3587
10100065;3633
10100005;3633
10100013;3633
10100001;3633
10100010;3633
10100095;3645
10100033;3645
10100044;3645
10100024;3645
10100085;3645
10100095;3763
10100080;3763
10100011;3763
10100078;3763
10100038;3763
10100080;3926
10100054;3926
10100085;3926
10100090;3926
10100076;3926
10100033;4002
10100069;4002
10100083;4002
10100008;4002
10100009;4002
10100019;4127
10100055;4127
10100007;4127
10100010;4127
10100072;4127
10100002;4194
10100059;4194
10100012;4194
10100030;4194
10100010;4194
10100016;4208
10100096;4208
10100044;4208
10100006;4208
10100074;4208
10100062;4236
10100078;4236
10100027;4236
10100078;4236
10100012;4236
10100089;4417
10100046;4417
10100060;4417
10100000;4417
10100023;4417
10100001;4430
10100075;4430
10100003;4430
10100010;4430
10100077;4430
10100078;4541
10100037;4541
10100062;4541
10100032;4541
10100078;4541
10100068;4544
10100013;4544
10100027;4544
10100041;4544
10100097;4544
10100077;4696
10100077;4696
10100023;4696
10100037;4696
10100077;4696
10100046;5034
10100094;5034
10100032;5034
10100012;5034
10100048;5034
10100006;5107
10100038;5107
10100075;5107
10100066;5107
10100079;5107
10100020;5141
10100039;5141
10100030;5141
10100029;5141
10100098;5141
10100049;5330
10100093;5330
10100013;5330
10100089;5330
10100020;5330
10100085;5429
10100051;5429
10100038;5429
10100062;5429
10100054;5429
10100010;5454
10100063;5454
10100035;5454
10100079;5454
10100018;5454
10100062;5520
10100001;5520
10100079;5520
10100057;5520
10100043;5520
10100051;5533
10100083;5533
10100060;5533
10100081;5533
10100087;5533
10100002;5579
10100078;5579
10100079;5579
10100015;5579
10100081;5579
10100045;5764
10100014;5764
10100007;5764
10100028;5764
10100097;5764
10100051;5955
10100097;5955
10100047;5955
10100061;5955
10100009;5955
10100044;5969
10100027;5969
10100008;5969
10100063;5969
10100095;5969
10100081;5973
10100009;5973
10100073;5973
10100004;5973
10100009;5973
10100065;5989
10100048;5989
10100049;5989
10100028;5989
10100068;5989
10100030;6008
10100055;6008
10100075;6008
10100050;6008
10100062;6008
10100074;6086
10100072;6086
10100040;6086
10100067;6086
10100029;6086
10100031;6099
10100025;6099
10100018;6099
10100005;6099
10100035;6099
10100038;6160
10100026;6160
10100063;6160
10100012;6160
10100095;6160
10100079;6209
10100017;6209
10100059;6209
10100076;6209
10100068;6209
10100043;6236
10100056;6236
10100064;6236
10100066;6236
10100086;6236
10100075;6274
10100095;6274
10100010;6274
10100063;6274
10100045;6274
10100089;6295
10100066;6295
10100063;6295
10100006;6295
10100044;6295
10100093;6395
10100080;6395
10100067;6395
10100071;6395
10100058;6395
10100076;6660
10100049;6660
10100076;6660
10100067;6660
10100069;6660
10100041;6661
10100027;6661
10100046;6661
10100012;6661
10100032;6661
10100096;6843
10100060;6843
10100093;6843
10100076;6843
10100064;6843
10100081;6934
10100065;6934
10100035;6934
10100008;6934
10100063;6934
10100071;6948
10100055;6948
10100017;6948
10100063;6948
10100064;6948
10100045;6949
10100023;6949
10100038;6949
10100091;6949
10100083;6949
10100075;6963
10100001;6963
10100067;6963
10100018;6963
10100011;6963
10100020;7152
10100076;7152
10100019;7152
10100077;7152
10100056;7152
10100022;7156
10100003;7156
10100094;7156
10100022;7156
10100039;7156
10100065;7261
10100013;7261
10100016;7261
10100021;7261
10100068;7261
10100025;7510
10100094;7510
10100034;7510
10100096;7510
10100066;7510
10100054;7565
10100068;7565
10100052;7565
10100013;7565
10100077;7565
10100021;7600
10100058;7600
10100031;7600
10100005;7600
10100028;7600
10100073;7692
10100049;7692
10100090;7692
10100082;7692
10100000;7692
10100075;7698
10100023;7698
10100086;7698
10100094;7698
10100061;7698
10100025;7751
10100047;7751
10100080;7751
10100098;7751
10100088;7751
10100087;7823
10100067;7823
10100067;7823
10100037;7823
10100056;7823
10100046;7903
10100087;7903
10100084;7903
10100014;7903
10100089;7903
10100010;7916
10100015;7916
10100048;7916
10100097;7916
10100053;7916
10100064;8038
10100058;8038
10100011;8038
10100085;8038
10100007;8038
10100041;8236
10100036;8236
10100035;8236
10100038;8236
10100083;8236
10100007;8286
10100069;8286
10100045;8286
10100063;8286
10100039;8286
10100044;8393
10100045;8393
10100089;8393
10100042;8393
10100009;8393
10100068;8704
10100035;8704
10100056;8704
10100060;8704
10100043;8704
10100052;8785
10100026;8785
10100088;8785
10100039;8785
10100024;8785
10100017;9095
10100073;9095
10100073;9095
10100026;9095
10100086;9095
10100012;9147
10100003;9147
10100040;9147
10100094;9147
10100074;9147
10100014;9289
10100080;9289
10100030;9289
10100005;9289
10100001;9289
10100036;9473
10100051;9473
10100044;9473
10100004;9473
10100096;9473
10100097;9755
10100053;9755
10100089;9755
10100022;9755
10100025;9755
10100016;9839
10100084;9839
10100017;9839
10100073;9839
10100015;9839
10100085;9945
10100039;9945
10100029;9945
10100063;9945
10100051;9945
10100093;9977
10100097;9977
10100027;9977
10100093;9977
10100078;9977
10100084;10006
10100047;10006
10100093;10006
10100087;10006
10100077;10006
10100061;10041
10100048;10041
10100013;10041
10100056;10041
10100055;10041
10100089;10078
10100012;10078
10100066;10078
10100075;10078
10100089;10078
10100033;10106
10100063;10106
10100076;10106
10100091;10106
10100057;10106
10100051;10166
10100019;10166
10100084;10166
10100086;10166
10100078;10166
10100038;10199
10100070;10199
10100039;10199
10100054;10199
10100041;10199
10100081;10524
10100061;10524
10100080;10524
10100090;10524
10100011;10524
10100032;10605
10100024;10605
10100061;10605
10100048;10605
10100032;10605
10100070;10609
10100081;10609
10100092;10609
10100023;10609
10100055;10609
10100084;10672
10100009;10672
10100083;10672
10100015;10672
10100003;10672
10100025;10830
10100013;10830
10100081;10830
10100095;10830
10100089;10830
10100017;10856
10100098;10856
10100030;10856
10100078;10856
10100049;10856
10100067;10878
10100020;10878
10100097;10878
10100047;10878
10100035;10878
10100019;10884
10100013;10884
10100069;10884
10100070;10884
10100097;10884
10100068;10891
10100093;10891
10100054;10891
10100083;10891
10100018;10891
10100021;10893
10100094;10893
10100096;10893
10100032;10893
10100059;10893
10100012;10901
10100085;10901
10100059;10901
10100076;10901
10100056;10901
10100091;10902
10100008;10902
10100016;10902
10100050;10902
10100019;10902
10100091;10904
10100068;10904
10100085;10904
10100014;10904
10100084;10904
10100072;10909
10100013;10909
10100058;10909
10100006;10909
10100053;10909
10100083;10913
10100089;10913
10100031;10913
10100060;10913
10100026;10913
10100081;10914
10100058;10914
10100013;10914
10100088;10914
10100046;10914
10100017;10917
10100020;10917
10100029;10917
10100093;10917
10100014;10917
10100068;10919
10100051;10919
10100045;10919
10100027;10919
10100051;10919
10100001;10925
10100057;10925
10100004;10925
10100068;10925
10100053;10925
10100023;10926
10100028;10926
10100086;10926
10100005;10926
10100007;10926
10100031;10932
10100005;10932
10100070;10932
10100097;10932
10100081;10932
10100029;10935
10100053;10935
10100031;10935
10100089;10935
10100028;10935
10100037;10943
10100093;10943
10100028;10943
10100087;10943
10100012;10943
10100030;10946
10100094;10946
10100075;10946
10100026;10946
10100056;10946
10100003;10948
10100044;10948
10100071;10948
10100078;10948
10100058;10948
10100000;10953
10100076;10953
10100012;10953
10100095;10953
10100001;10953
10100087;10957
10100022;10957
10100054;10957
10100004;10957
10100013;10957
10100027;10960
10100062;10960
10100057;10960
10100082;10960
10100045;10960
10100078;10963
10100031;10963
10100040;10963
10100021;10963
10100002;10963
10100016;10971
10100065;10971
10100083;10971
10100084;10971
10100063;10971
10100018;10979
10100031;10979
10100081;10979
10100041;10979
10100047;10979
10100064;10982
10100013;10982
10100042;10982
10100062;10982
10100002;10982
10100074;10989
10100044;10989
10100022;10989
10100017;10989
10100075;10989
10100097;10998
10100045;10998
10100025;10998
10100021;10998
10100027;10998
10100000;10999
10100061;10999
10100020;10999
10100038;10999
10100038;10999
10100094;11001
10100015;11001
10100011;11001
10100054;11001
10100065;11001
10100017;11004
10100052;11004
10100029;11004
10100001;11004
10100054;11004
10100007;11010
10100040;11010
10100014;11010
10100016;11010
10100044;11010
10100050;11016
10100080;11016
10100097;11016
10100061;11016
10100040;11016
10100075;11019
10100029;11019
10100041;11019
10100096;11019
10100085;11019
10100096;11025
10100087;11025
10100005;11025
10100090;11025
10100069;11025
10100037;11029
10100002;11029
10100065;11029
10100054;11029
10100064;11029
10100083;11038
10100065;11038
10100055;11038
10100084;11038
10100059;11038
10100098;11045
10100031;11045
10100046;11045
10100075;11045
10100010;11045
10100006;11052
10100078;11052
10100010;11052
10100071;11052
10100002;11052
10100094;11055
10100068;11055
10100047;11055
10100081;11055
10100027;11055
10100032;11060
10100041;11060
10100070;11060
10100092;11060
10100036;11060
10100066;11066
10100033;11066
10100058;11066
10100014;11066
10100072;11066
10100083;11069
10100025;11069
10100097;11069
10100021;11069
10100062;11069
10100047;11078
10100074;11078
10100096;11078
10100079;11078
10100015;11078
10100063;11082
10100036;11082
10100022;11082
10100074;11082
10100001;11082
10100011;11089
10100065;11089
10100095;11089
10100013;11089
10100095;11089
10100016;11096
10100078;11096
10100078;11096
10100009;11096
10100000;11096
10100034;11098
10100035;11098
10100081;11098
10100074;11098
10100071;11098
10100032;11100
10100052;11100
10100049;11100
10100022;11100
10100047;11100
10100096;11105
10100046;11105
10100052;11105
10100090;11105
10100065;11105
10100091;11109
10100054;11109
10100039;11109
10100093;11109
10100060;11109
10100030;11110
10100052;11110
10100062;11110
10100055;11110
10100085;11110
10100045;11125
10100005;11125
10100024;11125
10100091;11125
10100019;11125
10100016;11133
10100062;11133
10100068;11133
10100087;11133
10100045;11133
10100076;11136
10100052;11136
10100048;11136
10100079;11136
10100031;11136
10100090;11143
10100057;11143
10100002;11143
10100024;11143
10100058;11143
10100054;11144
10100002;11144
10100071;11144
10100001;11144
10100018;11144
10100016;11163
10100005;11163
10100055;11163
10100086;11163
10100037;11163
10100009;11198
10100021;11198
10100011;11198
10100010;11198
10100073;11198
10100073;11212
10100028;11212
10100025;11212
10100036;11212
10100020;11212
10100050;11217
10100088;11217
10100020;11217
10100077;11217
10100051;11217
10100000;11219
10100042;11219
10100060;11219
10100083;11219
10100087;11219
10100019;11222
10100088;11222
10100022;11222
10100017;11222
10100095;11222
10100013;11230
10100078;11230
10100024;11230
10100051;11230
10100098;11230
10100046;11240
10100060;11240
10100058;11240
10100024;11240
10100044;11240
10100071;11243
10100011;11243
10100038;11243
10100019;11243
10100071;11243
10100011;11247
10100062;11247
10100075;11247
10100063;11247
10100008;11247
10100069;11249
10100073;11249
10100014;11249
10100032;11249
10100081;11249
10100092;11254
10100064;11254
10100089;11254
10100020;11254
10100024;11254
10100015;11256
10100074;11256
10100085;11256
10100003;11256
10100086;11256
10100081;11257
10100020;11257
10100084;11257
10100032;11257
10100057;11257
10100018;11272
10100065;11272
10100092;11272
10100074;11272
10100029;11272
10100047;11276
10100020;11276
10100075;11276
10100090;11276
10100004;11276
10100071;11278
10100042;11278
10100073;11278
10100028;11278
10100024;11278
10100092;11286
10100036;11286
10100005;11286
10100026;11286
10100045;11286
10100007;11294
10100019;11294
10100043;11294
10100068;11294
10100060;11294
10100072;11299
10100056;11299
10100010;11299
10100002;11299
10100064;11299
10100047;11324
10100031;11324
10100047;11324
10100050;11324
10100038;11324
10100017;11325
10100098;11325
10100091;11325
10100060;11325
10100008;11325
10100070;11327
10100035;11327
10100045;11327
10100092;11327
10100059;11327
10100090;11329
10100057;11329
10100042;11329
10100044;11329
10100076;11329
10100075;11334
10100032;11334
10100092;11334
10100020;11334
10100051;11334
10100029;11339
10100059;11339
10100020;11339
10100054;11339
10100052;11339
10100085;11341
10100054;11341
10100013;11341
10100086;11341
10100071;11341
10100036;11343
10100025;11343
10100064;11343
10100020;11343
10100001;11343
10100040;11345
10100054;11345
10100065;11345
10100039;11345
10100096;11345
10100058;11346
10100011;11346
10100039;11346
10100039;11346
10100096;11346
10100009;11350
10100048;11350
10100087;11350
10100078;11350
10100093;11350
10100056;11351
10100098;11351
10100072;11351
10100032;11351
10100055;11351
10100055;11361
10100007;11361
10100092;11361
10100075;11361
10100090;11361
10100039;11369
10100034;11369
10100022;11369
10100086;11369
10100060;11369
10100053;11376
10100062;11376
10100007;11376
10100045;11376
10100092;11376
10100092;11378
10100089;11378
10100080;11378
10100017;11378
10100049;11378
10100016;11381
10100086;11381
10100087;11381
10100067;11381
10100038;11381
10100085;11385
10100088;11385
10100048;11385
10100085;11385
10100076;11385
10100053;11388
10100060;11388
10100005;11388
10100042;11388
10100015;11388
10100053;11391
10100012;11391
10100022;11391
10100087;11391
10100041;11391
10100077;11397
10100032;11397
10100047;11397
10100028;11397
10100015;11397
10100056;11401
10100054;11401
10100017;11401
10100001;11401
10100053;11401
10100095;11403
10100011;11403
10100014;11403
10100093;11403
10100034;11403
10100008;11405
10100022;11405
10100001;11405
10100011;11405
10100082;11405
10100091;11406
10100067;11406
10100050;11406
10100044;11406
10100032;11406
10100041;11411
10100071;11411
10100029;11411
10100025;11411
10100054;11411
10100008;11414
10100082;11414
10100061;11414
10100090;11414
10100098;11414
10100016;11418
10100081;11418
10100013;11418
10100076;11418
10100044;11418
10100009;11421
10100069;11421
10100046;11421
10100090;11421
10100024;11421
10100021;11423
10100066;11423
10100052;11423
10100016;11423
10100036;11423
10100000;11424
10100047;11424
10100027;11424
10100014;11424
10100002;11424
10100067;11445
10100004;11445
10100044;11445
10100088;11445
10100038;11445
10100007;11446
10100041;11446
10100029;11446
10100092;11446
10100086;11446
10100070;11459
10100043;11459
10100069;11459
10100094;11459
10100078;11459
10100096;11470
10100064;11470
10100039;11470
10100012;11470
10100053;11470
10100044;11472
10100069;11472
10100028;11472
10100088;11472
10100060;11472
10100062;11474
10100035;11474
10100058;11474
10100055;11474
10100019;11474
10100033;11476
10100063;11476
10100060;11476
10100096;11476
10100064;11476
10100094;11483
10100020;11483
10100012;11483
10100079;11483
10100052;11483
10100017;11486
10100077;11486
10100023;11486
10100050;11486
10100086;11486
10100044;11499
10100084;11499
10100097;11499
10100052;11499
10100018;11499
10100067;11511
10100093;11511
10100067;11511
10100056;11511
10100012;11511
10100063;11517
10100011;11517
10100038;11517
10100001;11517
10100036;11517
10100012;11518
10100022;11518
10100054;11518
10100054;11518
10100052;11518
10100017;11519
10100027;11519
10100049;11519
10100043;11519
10100056;11519
10100037;11521
10100051;11521
10100019;11521
10100093;11521
10100019;11521
10100095;11529
10100086;11529
10100066;11529
10100018;11529
10100034;11529
10100046;11530
10100007;11530
10100078;11530
10100077;11530
10100039;11530
10100092;11532
10100043;11532
10100024;11532
10100052;11532
10100048;11532
10100080;11533
10100078;11533
10100039;11533
10100070;11533
10100040;11533
10100055;11537
10100011;11537
10100003;11537
10100078;11537
10100064;11537
10100041;11538
10100092;11538
10100041;11538
10100085;11538
10100016;11538
10100046;11541
10100018;11541
10100052;11541
10100009;11541
10100074;11541
10100040;11544
10100022;11544
10100053;11544
10100023;11544
10100048;11544
10100083;11553
10100022;11553
10100010;11553
10100055;11553
10100050;11553
10100023;11560
10100093;11560
10100084;11560
10100078;11560
10100027;11560
10100056;11568
10100034;11568
10100086;11568
10100035;11568
10100069;11568
10100026;11574
10100039;11574
10100009;11574
10100061;11574
10100056;11574
10100057;11580
10100011;11580
10100033;11580
10100025;11580
10100001;11580
10100077;11591
10100063;11591
10100046;11591
10100052;11591
10100067;11591
10100086;11600
10100041;11600
10100055;11600
10100010;11600
10100072;11600
10100079;11602
10100058;11602
10100057;11602
10100041;11602
10100088;11602
10100069;11603
10100089;11603
10100065;11603
10100094;11603
10100027;11603
10100047;11608
10100075;11608
10100076;11608
10100077;11608
10100060;11608
10100027;11618
10100046;11618
10100047;11618
10100027;11618
10100042;11618
10100020;11620
10100006;11620
10100038;11620
10100049;11620
10100093;11620
10100072;11626
10100078;11626
10100071;11626
10100019;11626
10100078;11626
10100001;11635
10100072;11635
10100013;11635
10100022;11635
10100049;11635
10100058;11636
10100041;11636
10100012;11636
10100071;11636
10100010;11636
10100023;11640
10100040;11640
10100012;11640
10100096;11640
10100047;11640
10100046;11643
10100074;11643
10100065;11643
10100061;11643
10100004;11643
10100039;11645
10100026;11645
10100022;11645
10100084;11645
10100046;11645
10100061;11659
10100023;11659
10100008;11659
10100004;11659
10100055;11659
10100018;11663
10100029;11663
10100060;11663
10100003;11663
10100050;11663
10100081;11666
10100037;11666
10100030;11666
10100014;11666
10100082;11666
10100054;11671
10100080;11671
10100093;11671
10100058;11671
10100091;11671
10100062;11677
10100047;11677
10100002;11677
10100057;11677
10100089;11677
10100037;11678
10100026;11678
10100070;11678
10100032;11678
10100054;11678
10100006;11683
10100042;11683
10100086;11683
10100077;11683
10100090;11683
10100009;11686
10100028;11686
10100084;11686
10100033;11686
10100088;11686
10100045;11691
10100064;11691
10100005;11691
10100048;11691
10100036;11691
10100043;11696
10100029;11696
10100003;11696
10100043;11696
10100013;11696
10100058;11697
10100093;11697
10100060;11697
10100067;11697
10100098;11697
10100043;11703
10100010;11703
10100003;11703
10100071;11703
10100088;11703
10100089;11707
10100030;11707
10100053;11707
10100057;11707
10100053;11707
10100050;11723
10100060;11723
10100066;11723
10100027;11723
10100031;11723
10100051;11733
10100077;11733
10100008;11733
10100028;11733
10100080;11733
10100055;11736
10100068;11736
10100050;11736
10100032;11736
10100026;11736
10100092;11742
10100003;11742
10100023;11742
10100071;11742
10100035;11742
10100076;11744
10100051;11744
10100005;11744
10100061;11744
10100044;11744
10100018;11745
10100019;11745
10100072;11745
10100032;11745
10100033;11745
10100097;11747
10100011;11747
10100070;11747
10100066;11747
10100070;11747
10100039;11750
10100038;11750
10100071;11750
10100029;11750
10100047;11750
10100081;11753
10100013;11753
10100033;11753
10100061;11753
10100097;11753
10100064;11758
10100004;11758
10100050;11758
10100053;11758
10100004;11758
10100096;11771
10100039;11771
10100009;11771
10100003;11771
10100038;11771
10100001;11775
10100019;11775
10100098;11775
10100067;11775
10100085;11775
10100081;11782
10100072;11782
10100061;11782
10100073;11782
10100085;11782
10100058;11785
10100049;11785
10100045;11785
10100055;11785
10100053;11785
10100065;11790
10100067;11790
10100029;11790
10100060;11790
10100028;11790
10100066;11796
10100028;11796
10100028;11796
10100005;11796
10100020;11796
10100067;11800
10100090;11800
10100036;11800
10100085;11800
10100045;11800
10100040;11803
10100047;11803
10100093;11803
10100052;11803
10100065;11803
10100095;11807
10100049;11807
10100090;11807
10100077;11807
10100080;11807
10100013;11811
10100026;11811
10100064;11811
10100050;11811
10100070;11811
10100067;11815
10100029;11815
10100073;11815
10100026;11815
10100077;11815
10100027;11817
10100046;11817
10100040;11817
10100085;11817
10100064;11817
10100083;11819
10100015;11819
10100015;11819
10100065;11819
10100076;11819
10100096;11822
10100075;11822
10100031;11822
10100055;11822
10100012;11822
10100040;11829
10100027;11829
10100090;11829
10100021;11829
10100036;11829
10100001;11830
10100025;11830
10100085;11830
10100060;11830
10100079;11830
10100035;11832
10100073;11832
10100091;11832
10100089;11832
10100003;11832
10100042;11839
10100084;11839
10100079;11839
10100043;11839
10100080;11839
10100021;11843
10100085;11843
10100045;11843
10100080;11843
10100043;11843
10100097;11849
10100010;11849
10100015;11849
10100038;11849
10100007;11849
10100070;11851
10100044;11851
10100034;11851
10100056;11851
10100056;11851
10100005;11855
10100022;11855
10100085;11855
10100075;11855
10100049;11855
10100009;11857
10100012;11857
10100073;11857
10100053;11857
10100075;11857
10100009;11867
10100049;11867
10100088;11867
10100061;11867
10100082;11867
10100062;11870
10100011;11870
10100050;11870
10100078;11870
10100000;11870
10100053;11875
10100092;11875
10100000;11875
10100036;11875
10100077;11875
10100032;11886
10100056;11886
10100022;11886
10100059;11886
10100077;11886
10100056;11899
10100036;11899
10100079;11899
10100011;11899
10100014;11899
10100067;11900
10100050;11900
10100075;11900
10100063;11900
10100002;11900
10100095;11904
10100004;11904
10100050;11904
10100055;11904
10100067;11904
10100062;11905
10100029;11905
10100092;11905
10100058;11905
10100058;11905
10100045;11910
10100026;11910
10100070;11910
10100042;11910
10100049;11910
10100068;11925
10100079;11925
10100042;11925
10100063;11925
10100081;11925
10100027;11926
10100013;11926
10100087;11926
10100093;11926
10100022;11926
10100096;11927
10100091;11927
10100030;11927
10100033;11927
10100019;11927
10100027;11928
10100083;11928
10100008;11928
10100075;11928
10100011;11928
10100014;11933
10100097;11933
10100009;11933
10100007;11933
10100007;11933
10100075;11934
10100017;11934
10100081;11934
10100073;11934
10100019;11934
10100048;11943
10100007;11943
10100025;11943
10100094;11943
10100029;11943
10100052;11945
10100017;11945
10100069;11945
10100061;11945
10100052;11945
10100056;11963
10100051;11963
10100063;11963
10100015;11963
10100068;11963
10100042;11966
10100074;11966
10100072;11966
10100080;11966
10100011;11966
10100016;11968
10100024;11968
10100049;11968
10100050;11968
10100001;11968
10100080;11985
10100076;11985
10100005;11985
10100012;11985
10100064;11985
10100023;11990
10100026;11990
10100095;11990
10100020;11990
10100047;11990
10100073;11991
10100056;11991
10100066;11991
10100078;11991
10100030;11991
10100016;11997
10100005;11997
10100051;11997
10100087;11997
10100012;11997
10100054;12003
10100007;12003
10100092;12003
10100048;12003
10100047;12003
10100044;12009
10100095;12009
10100016;12009
10100024;12009
10100011;12009
10100085;12021
10100050;12021
10100089;12021
10100022;12021
10100094;12021
10100094;12033
10100025;12033
10100049;12033
10100078;12033
10100044;12033
10100023;12036
10100015;12036
10100065;12036
10100026;12036
10100046;12036
10100081;12037
10100052;12037
10100038;12037
10100008;12037
10100091;12037
10100087;12048
10100070;12048
10100064;12048
10100098;12048
10100028;12048
10100095;12049
10100060;12049
10100090;12049
10100079;12049
10100040;12049
10100070;12050
10100086;12050
10100005;12050
10100069;12050
10100079;12050
10100065;12051
10100059;12051
10100000;12051
10100097;12051
10100097;12051
10100084;12054
10100006;12054
10100057;12054
10100085;12054
10100014;12054
10100015;12055
10100083;12055
10100044;12055
10100037;12055
10100031;12055
10100094;12057
10100006;12057
10100094;12057
10100079;12057
10100090;12057
10100046;12066
10100044;12066
10100029;12066
