:START_ID;:END_ID
6757219;100000880
6757270;100000661
6757342;100000660
6757343;100000887
6757344;100000896
6757360;100000623
6757377;100000698
6757394;100000661
6757464;100000906
6757517;100000682
6757548;100000970
6757566;100000607
6757568;100000878
6757569;100000838
6757637;100000746
6757660;100000647
6757668;100000514
6757678;100000773
6757714;100000952
6757730;100000542
6757737;100000733
6757748;100000816
6757759;100000573
6757770;100000626
6757779;100000834
6757780;100000694
6757793;100000688
6757827;100000789
6757841;100000533
6757842;100000778
6757844;100000546
6757848;100000943
6757855;100000816
6757868;100000733
6757871;100000719
6757895;100000726
6757897;100000910
6757907;100000608
6757938;100000519
6757942;100000646
6757945;100000841
6757964;100000660
6757967;100000586
6757991;100000942
6757995;100000698
6758015;100000643
6758019;100000732
6758021;100000579
6758042;100000571
6758070;100000962
6758082;100000863
6758088;100000810
6758118;100000963
6758131;100000960
6758155;100000731
6758183;100000990
6758194;100000951
6758207;100000578
6758216;100000784
6758223;100000771
6758229;100000654
6758250;100000577
6758267;100000873
6758279;100000777
6758291;100000630
6758323;100000764
6758335;100000987
6758337;100000840
6758350;100000530
6758376;100000905
6758380;100000869
6758382;100000722
6758409;100000861
6758410;100000614
6758467;100000511
6758468;100000657
6758471;100000551
6758486;100000538
6758495;100000841
6758511;100000912
6758515;100000868
6758538;100000833
6758544;100000614
6758551;100000795
6758627;100000570
6758633;100000844
6758644;100000826
6758671;100000994
6758679;100000701
6758706;100000653
6758709;100000978
6758719;100000778
6758733;100000619
6758759;100000602
6758760;100000621
6758766;100000667
6758794;100000560
6758803;100000833
6758843;100000548
6758844;100000577
6758846;100000959
6758862;100000648
6758868;100000793
6758886;100000520
6758934;100000769
6758953;100000965
6758955;100000902
6758959;100000954
6758961;100000639
6758973;100000903
6758975;100000665
6759084;100000922
6759087;100000700
6759101;100000512
6759136;100000641
6759141;100000656
6759142;100000579
6759147;100000801
6759163;100000561
6759165;100000985
6759168;100000627
6759169;100000911
6759183;100000941
6759216;100000839
6759234;100000912
6759243;100000806
6759248;100000574
6759295;100000764
6759297;100000724
6759299;100000909
6759320;100000706
6759325;100000921
6759348;100000897
6759359;100000990
6759395;100000596
6759396;100000862
6759443;100000529
6759459;100000606
6759482;100000601
6759484;100000684
6759495;100000660
6759496;100000819
6759515;100000975
6759521;100000973
6759525;100000936
6759535;100000685
6759596;100000628
6759598;100000802
6759605;100000906
6759621;100000821
6759627;100000747
6759647;100000518
6759660;100000987
6759671;100000809
6759672;100000717
6759710;100000750
6759713;100000760
6759755;100000785
6759759;100000960
6759761;100000601
6759762;100000894
6759767;100000887
6759770;100000865
6759781;100000663
6759807;100000945
6759830;100000925
6759848;100000608
6759863;100000789
6759872;100000722
6759901;100000889
6759906;100000682
6759907;100000833
6759933;100000626
6759992;100000735
6760002;100000862
6760079;100000678
6760104;100000691
6760176;100000508
6760179;100000780
6760181;100000748
6760194;100000502
6760206;100000536
6760218;100000554
6760258;100000665
6760305;100000835
6760330;100000825
6760332;100000900
6760334;100000600
6760366;100000824
6760403;100000729
6760453;100000778
6760463;100000820
6760466;100000661
6760479;100000694
6760497;100000878
6760585;100000694
6760620;100000851
6760649;100000892
6760657;100000810
6760682;100000803
6760796;100000935
6760816;100000777
6760828;100000526
6760832;100000883
6760849;100000906
6760865;100000567
6760877;100000697
6760930;100000907
6760942;100000556
6761006;100000918
6761015;100000552
6761028;100000773
6761032;100000571
6761038;100000899
6761049;100000975
6761099;100000770
6761136;100000540
6761149;100000595
6761151;100000543
6761152;100000853
6761166;100000575
6761176;100000685
6761183;100000763
6761219;100000915
6761223;100000529
6761232;100000965
6761243;100000948
6761245;100000668
6761261;100000846
6761265;100000815
6761276;100000642
6761283;100000918
6761285;100000856
6761322;100000530
6761323;100000720
6761337;100000784
6761349;100000737
6761394;100000534
6761433;100000742
6761434;100000551
6761447;100000959
6761448;100000896
6761467;100000937
6761469;100000530
6761511;100000743
6761523;100000995
6761556;100000584
6761557;100000651
6761565;100000837
6761577;100000936
6761598;100000768
6761601;100000656
6761611;100000500
6761656;100000793
6761676;100000621
6761677;100000595
6761714;100000668
6761724;100000706
6761736;100000792
6761744;100000736
6761753;100000885
6761754;100000810
6761767;100000893
6761801;100000592
6761809;100000792
6761822;100000908
6761832;100000731
6761844;100000538
6761849;100000984
6761877;100000821
6761879;100000665
6761888;100000606
6761908;100000748
6761909;100000898
6761914;100000614
6761924;100000935
6761927;100000835
6761930;100000583
6761940;100000962
6761943;100000540
6761961;100000905
6761964;100000653
6761977;100000952
6761989;100000833
6762000;100000757
6762037;100000909
6762062;100000968
6762077;100000853
6762102;100000562
6762111;100000631
6762113;100000761
6762131;100000532
6762138;100000519
6762143;100000718
6762152;100000579
6762165;100000956
6762168;100000908
6762170;100000678
6762179;100000502
6762181;100000678
6762188;100000734
6762202;100000761
6762205;100000717
6762236;100000546
6762238;100000976
6762266;100000953
6762292;100000941
6762298;100000742
6762308;100000783
6762319;100000541
6762323;100000693
6762325;100000621
6762341;100000666
6762348;100000662
6762362;100000804
6762363;100000843
6762365;100000655
6762368;100000996
6762400;100000919
6762415;100000861
6762424;100000843
6762425;100000583
6762437;100000712
6762438;100000710
6762439;100000872
6762440;100000924
6762443;100000893
6762444;100000920
6762449;100000779
6762484;100000960
6762486;100000825
6762487;100000519
6762526;100000622
6762529;100000693
6762530;100000621
6762572;100000771
6762580;100000864
6762581;100000627
6762582;100000763
6762584;100000957
6762589;100000644
6762597;100000854
6762602;100000888
6762603;100000988
6762612;100000952
6762622;100000705
6762630;100000856
6762642;100000640
6762650;100000852
6762651;100000641
6762659;100000601
6762678;100000816
6762682;100000720
6762713;100000917
6762714;100000841
6762721;100000891
6762747;100000747
6762756;100000673
6762762;100000676
6762764;100000887
6762771;100000743
6762793;100000686
6762794;100000946
6762796;100000687
6762800;100000951
6762801;100000970
6762813;100000599
6762814;100000959
6762816;100000537
6762834;100000671
6762840;100000733
6762844;100000978
6762851;100000954
6762856;100000712
6762866;100000969
6762869;100000779
6762870;100000703
6762877;100000873
6762888;100000638
6762889;100000641
6762895;100000583
6762899;100000974
6762922;100000889
6762925;100000782
6762946;100000787
6762947;100000746
6762948;100000555
6762949;100000926
6762957;100000732
6762962;100000733
6762972;100000573
6762982;100000781
6762985;100000590
6763000;100000611
6763001;100000674
6763016;100000923
6763017;100000791
6763019;100000523
6763049;100000948
6763052;100000680
6763059;100000720
6763067;100000575
6763072;100000535
6763091;100000566
6763094;100000849
6763098;100000686
6763099;100000711
6763109;100000603
6763110;100000937
6763139;100000623
6763149;100000645
6763155;100000753
6763162;100000619
6763172;100000689
6763207;100000673
6763208;100000692
6763242;100000819
6763259;100000921
6763286;100000805
6763287;100000870
6763289;100000874
6763335;100000545
6763338;100000799
6763340;100000743
6763350;100000677
6763352;100000810
6763357;100000797
6763361;100000663
6763414;100000772
6763434;100000976
6763435;100000774
6763440;100000513
6763457;100000533
6763458;100000686
6763463;100000786
6763480;100000889
6763490;100000859
6763492;100000744
6763493;100000597
6763507;100000615
6763516;100000611
6763517;100000898
6763537;100000599
6763540;100000597
6763541;100000747
6763542;100000728
6763547;100000798
6763561;100000855
6763573;100000709
6763600;100000939
6763604;100000908
6763613;100000600
6763624;100000911
6763645;100000749
6763687;100000840
6763690;100000567
6763703;100000799
6763740;100000628
6763751;100000719
6763756;100000516
6763762;100000746
6763767;100000744
6763782;100000880
6763799;100000788
6763816;100000943
6763823;100000803
6763828;100000731
6763843;100000937
6763849;100000551
6763859;100000630
6763861;100000626
6763866;100000990
6763895;100000569
6763896;100000795
6763905;100000633
6763906;100000518
6763907;100000746
6763910;100000917
6763926;100000900
6763960;100000958
6763981;100000559
6763997;100000529
6764005;100000908
6764008;100000675
6764012;100000610
6764019;100000593
6764025;100000773
6764046;100000631
6764058;100000550
6764067;100000625
6764072;100000909
6764083;100000969
6764084;100000698
6764085;100000501
6764097;100000509
6764098;100000746
6764107;100000892
6764131;100000714
6764154;100000791
6764156;100000694
6764162;100000694
6764214;100000940
6764297;100000729
6764305;100000521
6764309;100000715
6764326;100000753
6764328;100000729
6764356;100000545
6764359;100000847
6764384;100000869
6764387;100000638
6764405;100000909
6764411;100000854
6764423;100000841
6764424;100000780
6764432;100000789
6764462;100000656
6764479;100000961
6764480;100000553
6764508;100000613
6764509;100000617
6764514;100000826
6764539;100000866
6764543;100000543
6764566;100000870
6764584;100000928
6764592;100000855
6764606;100000753
6764613;100000774
6764616;100000730
6764629;100000667
6764633;100000618
6764640;100000983
6764670;100000881
6764675;100000510
6764683;100000631
6764693;100000993
6764700;100000674
6764702;100000838
6764706;100000913
6764707;100000681
6764713;100000587
6764714;100000543
6764716;100000564
6764723;100000720
6764739;100000850
6764740;100000677
6764743;100000870
6764774;100000634
6764783;100000829
6764798;100000877
6764799;100000735
6764844;100000610
6764877;100000583
6764903;100000877
6764906;100000565
6764907;100000980
6764916;100000662
6764919;100000979
6764927;100000915
6764970;100000748
6764976;100000758
6764978;100000612
6765034;100000807
6765055;100000712
6765068;100000929
6765161;100000601
6765162;100000655
6765183;100000747
6765186;100000776
6765189;100000765
6765196;100000742
6765206;100000814
6765214;100000627
6765227;100000578
6765233;100000842
6765260;100000977
6765273;100000662
6765275;100000878
6765290;100000775
6765298;100000774
6765299;100000850
6765300;100000566
6765301;100000691
6765310;100000578
6765327;100000938
6765330;100000757
6765331;100000750
6765337;100000600
6765350;100000891
6765351;100000894
6765352;100000719
6765356;100000853
6765362;100000670
6765403;100000981
6765427;100000911
6765446;100000696
6765447;100000876
6765448;100000558
6765449;100000807
6765451;100000675
6765465;100000807
6765472;100000760
6765480;100000958
6765490;100000948
6765499;100000643
6765504;100000785
6765508;100000732
6765517;100000993
6765519;100000888
6765527;100000743
6765530;100000599
6765555;100000546
6765558;100000668
6765597;100000849
6765623;100000699
6765624;100000593
6765629;100000634
6765635;100000941
6765670;100000844
6765688;100000913
6765695;100000780
6765696;100000517
6765697;100000809
6765723;100000970
6765734;100000954
6765744;100000738
6765757;100000662
6765763;100000909
6765764;100000564
6765785;100000635
6765803;100000534
6765835;100000811
6765838;100000673
6765839;100000537
6765866;100000627
6765924;100000997
6765965;100000947
6765977;100000738
6765980;100000894
6766001;100000894
6766010;100000770
6766013;100000589
6766043;100000808
6766062;100000557
6766078;100000879
6766115;100000964
6766117;100000965
6766120;100000977
6766129;100000893
6766134;100000979
6766140;100000665
6766145;100000630
6766146;100000976
6766160;100000747
6766192;100000968
6766206;100000503
6766221;100000563
6766223;100000570
6766231;100000895
6766234;100000912
6766241;100000672
6766258;100000549
6766261;100000808
6766291;100000936
6766297;100000665
6766332;100000987
6766333;100000598
6766335;100000603
6766337;100000607
6766338;100000849
6766362;100000591
6766374;100000864
6766380;100000838
6766403;100000831
6766413;100000697
6766424;100000915
6766427;100000947
6766429;100000714
6766432;100000778
6766433;100000861
6766449;100000932
6766461;100000689
6766462;100000593
6766468;100000795
6766478;100000889
6766484;100000582
6766485;100000605
6766488;100000972
6766507;100000554
6766508;100000816
6766515;100000575
6766518;100000930
6766541;100000835
6766559;100000580
6766573;100000804
6766582;100000668
6766583;100000744
6766584;100000522
6766587;100000624
6766592;100000839
6766594;100000913
6766620;100000884
6766624;100000985
6766649;100000521
6766656;100000840
6766675;100000835
6766676;100000916
6766678;100000770
6766688;100000720
6766701;100000681
6766708;100000750
6766726;100000781
6766740;100000795
6766741;100000566
6766743;100000930
6766744;100000882
6766758;100000723
6766762;100000942
6766769;100000702
6766795;100000737
6766797;100000659
6766801;100000846
6766806;100000686
6766820;100000681
6766876;100000975
6766896;100000803
6766911;100000887
6766913;100000822
6766917;100000588
6766924;100000792
6766929;100000773
6766954;100000747
6766955;100000758
6766963;100000624
6766967;100000617
6766969;100000640
6766971;100000621
6766976;100000543
6766987;100000828
6767003;100000968
6767004;100000775
6767013;100000996
6767026;100000851
6767031;100000867
6767038;100000877
6767047;100000945
6767070;100000514
6767072;100000887
6767073;100000909
6767081;100000863
6767082;100000932
6767086;100000540
6767097;100000934
6767110;100000942
6767130;100000523
6767153;100000986
6767154;100000995
6767175;100000767
6767229;100000819
6767244;100000558
6767252;100000759
6767253;100000968
6767254;100000525
6767267;100000636
6767282;100000936
6767292;100000821
6767305;100000649
6767315;100000529
6767322;100000707
6767324;100000777
6767347;100000864
6767348;100000963
6767373;100000796
6767415;100000687
6767443;100000979
6767446;100000591
6767473;100000886
6767504;100000884
6767509;100000714
6767514;100000552
6767531;100000706
6767553;100000902
6767557;100000931
6767566;100000532
6767568;100000543
6767570;100000715
6767594;100000587
6767605;100000603
6767606;100000518
6767641;100000771
6767643;100000840
6767644;100000549
6767667;100000530
6767668;100000680
6767672;100000848
6767682;100000560
6767693;100000851
6767705;100000573
6767736;100000819
6767750;100000611
6767751;100000972
6767752;100000691
6767758;100000918
6767779;100000668
6767782;100000973
6767783;100000526
6767796;100000995
6767797;100000749
6767798;100000584
6767800;100000917
6767811;100000774
6767824;100000763
6767826;100000537
6767834;100000644
6767835;100000752
6767850;100000680
6767866;100000627
6767870;100000980
6767872;100000530
6767884;100000739
6767885;100000924
6767898;100000725
6767909;100000865
6767921;100000897
6767932;100000770
6767955;100000825
6767971;100000657
6767976;100000666
6767989;100000970
6768019;100000986
6768021;100000660
6768024;100000800
6768025;100000552
6768037;100000874
6768042;100000643
6768051;100000955
6768057;100000950
6768086;100000609
6768089;100000803
6768099;100000924
6768134;100000568
6768139;100000826
6768140;100000696
6768148;100000610
6768164;100000681
6768171;100000621
6768173;100000507
6768175;100000675
6768180;100000591
6768182;100000954
6768186;100000997
6768206;100000641
6768222;100000802
6768239;100000659
6768269;100000687
6768281;100000734
6768298;100000581
6768329;100000562
6768332;100000759
6768340;100000897
6768343;100000538
6768356;100000834
6768360;100000594
6768371;100000796
6768373;100000715
6768375;100000931
6768388;100000630
6768391;100000530
6768392;100000520
6768398;100000838
6768452;100000677
6768455;100000684
6768473;100000686
6768474;100000607
6768475;100000561
6768476;100000777
6768480;100000678
6768483;100000968
6768484;100000590
6768486;100000743
6768514;100000925
6768534;100000527
6768543;100000766
6768566;100000758
6768584;100000695
6768625;100000870
6768626;100000518
6768638;100000915
6768646;100000790
6768698;100000825
6768724;100000944
6768739;100000761
6768741;100000506
6768745;100000621
6768746;100000945
6768767;100000794
6768783;100000695
6768796;100000862
6768805;100000602
6768838;100000552
6768840;100000991
6768865;100000754
6768870;100000648
6768900;100000519
6768915;100000707
6768917;100000668
6768939;100000652
6768970;100000579
6768978;100000845
6768996;100000969
6769061;100000790
6769074;100000690
6769115;100000984
6769126;100000567
6769153;100000680
6769159;100000756
6769169;100000605
6769192;100000694
6769196;100000626
6769225;100000959
6769228;100000751
6769230;100000718
6769236;100000777
6769246;100000545
6769292;100000554
6769302;100000990
6769304;100000918
6769324;100000875
6769328;100000888
6769330;100000609
6769336;100000663
6769341;100000513
6769414;100000645
6769416;100000571
6769421;100000626
6769437;100000834
6769471;100000671
6769504;100000708
6769510;100000581
6769535;100000918
6769544;100000769
6769546;100000939
6769567;100000770
6769577;100000713
6769593;100000544
6769595;100000974
6769606;100000840
6769634;100000882
6769650;100000508
6769656;100000914
6769676;100000660
6769684;100000845
6769698;100000748
6769707;100000650
6769764;100000747
6769772;100000982
6769786;100000996
6769795;100000678
6769818;100000986
6769838;100000855
6769839;100000896
6769871;100000932
6769873;100000806
6769890;100000503
6769902;100000550
6769904;100000529
6769916;100000602
6769930;100000669
6769945;100000675
6769946;100000547
6769947;100000800
6769957;100000755
6769974;100000651
6769978;100000897
6769994;100000838
6769996;100000560
6769997;100000676
6769998;100000790
6770002;100000961
6770025;100000523
6770026;100000942
6770034;100000504
6770037;100000907
6770038;100000794
6770051;100000739
6770054;100000978
6770078;100000848
6770079;100000972
6770128;100000990
6770132;100000517
6770134;100000888
6770161;100000924
6770176;100000877
6770191;100000654
6770199;100000870
6770203;100000947
6770227;100000663
6770239;100000868
6770241;100000572
6770249;100000679
6770325;100000987
6770331;100000837
6770374;100000579
6770375;100000694
6770377;100000612
6770378;100000641
6770384;100000629
6770390;100000564
6770422;100000907
6770430;100000891
6770431;100000849
6770436;100000564
6770444;100000712
6770446;100000858
6770451;100000843
6770453;100000577
6770464;100000933
6770508;100000612
6770513;100000967
6770533;100000594
6770551;100000760
6770570;100000660
6770577;100000718
6770592;100000855
6770606;100000850
6770618;100000795
6770628;100000599
6770632;100000713
6770651;100000505
6770672;100000705
6770700;100000577
6770718;100000627
6770727;100000815
6770753;100000968
6770755;100000842
6770769;100000626
6770774;100000504
6770793;100000520
6770817;100000648
6770831;100000995
6770863;100000665
6770876;100000995
6770883;100000751
6770885;100000856
6770886;100000536
6770887;100000703
6770909;100000746
6770918;100000761
6770923;100000636
6770937;100000507
6770941;100000634
6770952;100000852
6770956;100000810
6770962;100000845
6770971;100000796
6771018;100000890
6771055;100000615
6771074;100000726
6771132;100000978
6771165;100000958
6771174;100000651
6771180;100000839
6771183;100000845
6771186;100000594
6771190;100000565
6771199;100000761
6771238;100000620
6771247;100000883
6771250;100000949
6771280;100000649
6771281;100000633
6771290;100000679
6771303;100000522
6771322;100000706
6771327;100000567
6771336;100000613
6771352;100000541
6771368;100000505
6771375;100000572
6771467;100000992
6771484;100000517
6771515;100000736
6771520;100000550
6771564;100000594
6771592;100000545
6771594;100000915
6771605;100000729
6771630;100000623
6771671;100000801
6771673;100000791
6771690;100000968
6771691;100000532
6771710;100000763
6771731;100000542
6771737;100000786
6771773;100000553
6771778;100000635
6771889;100000673
6771945;100000750
6771966;100000983
6771972;100000508
6771998;100000709
6772012;100000849
6772053;100000728
6772093;100000724
6772118;100000893
6772137;100000613
6772157;100000594
6772160;100000863
6772166;100000772
6772171;100000668
6772229;100000923
6772237;100000780
6772306;100000805
6772307;100000982
6772325;100000791
6772335;100000598
6772366;100000823
6772401;100000557
6772412;100000945
6772424;100000802
6772435;100000768
6772455;100000713
6772458;100000656
6772467;100000776
6772470;100000513
6772504;100000997
6772524;100000788
6772526;100000767
6772550;100000979
6772553;100000535
6772565;100000668
6772575;100000795
6772582;100000657
6772612;100000501
6772621;100000764
6772634;100000892
6772637;100000600
6772638;100000829
6772646;100000775
6772656;100000553
6772664;100000518
6772665;100000526
6772676;100000838
6772723;100000717
6772730;100000636
6772736;100000812
6772753;100000567
6772774;100000741
6772785;100000947
6772831;100000603
6772843;100000656
6772900;100000539
6772901;100000640
6772927;100000718
6772928;100000683
6772945;100000510
6772958;100000916
6772987;100000528
6772989;100000651
6772990;100000691
6772991;100000648
6773043;100000845
6773044;100000625
6773058;100000602
6773064;100000873
6773076;100000976
6773132;100000868
6773237;100000540
6773284;100000554
6773420;100000789
6773444;100000801
6773457;100000547
6773464;100000820
6773545;100000510
6773597;100000970
6773607;100000870
6773609;100000645
6773635;100000508
6773652;100000510
6773683;100000682
6773717;100000871
6773911;100000670
6773923;100000902
6773959;100000554
6773969;100000763
6774105;100000994
6774114;100000944
6774117;100000509
6774183;100000861
6774209;100000567
6774217;100000634
6774260;100000890
6774261;100000787
6774333;100000860
6774334;100000723
6774369;100000547
6774371;100000726
6774384;100000831
6774511;100000808
6774519;100000688
6774561;100000672
6774570;100000811
6774608;100000639
6774648;100000534
6774663;100000889
6774701;100000646
6774702;100000708
6774703;100000686
6774782;100000678
6774869;100000595
6774932;100000935
6774933;100000769
6775003;100000826
6775029;100000846
6775062;100000979
6775092;100000709
6775221;100000720
6775246;100000829
6775309;100000818
6775351;100000504
6775382;100000603
6775383;100000893
6775403;100000987
6775409;100000570
6775430;100000890
6775458;100000605
6775466;100000863
6775470;100000721
6775473;100000928
6775476;100000699
6775505;100000921
6775520;100000857
6775521;100000898
6775657;100000612
6775735;100000825
6775895;100000573
6775921;100000546
6775936;100000867
6775952;100000856
6775985;100000651
6775986;100000862
6775987;100000807
6776003;100000753
6776027;100000864
6776030;100000661
6776038;100000944
6776052;100000927
6776063;100000538
6776064;100000695
6776094;100000668
6776133;100000566
6776185;100000649
6776193;100000800
6776229;100000834
6776232;100000506
6776312;100000653
6776383;100000523
6776440;100000662
6776442;100000873
6776443;100000554
6776444;100000940
6776485;100000830
6776528;100000727
6776586;100000748
6776593;100000670
6776621;100000642
